org,repo,score,issue_open_close_ratio,num_open_pr,pr_open_duration,num_contributors,comments_per_pr,commit_per_dev,num_releases,num_commits,issue_open_user,issue_open_duration
SungRaeParka,semi-JimCarry,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
aliyalewis,mod_3_project_api,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,azure-api-management-devops-resource-kit,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
laurayco,soundboard,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
matheusalxds,bikcraft,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wonjin9181,GroupClub,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pluggee,Juicyware,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pandinosaurus,docs-2,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pg-redesign,public-api,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
zz-jason,tidb,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mesofunny,front-end,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
takisai,taskmaster,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pandinosaurus,the-incredible-pytorch,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
acid-chicken,mono,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RofoRojas,ufm-ai-2019,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fsharp,fsfoundation,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
devmountainwon5,group_2,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
oasislabs,docs,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattlk13,kuma,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
devmountainwon5,HealthyHome,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan730,shopping_be,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
blackjok3rtt,libnspv,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pandinosaurus,QGIS,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
321pancake,Naratmalssami,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TiagoDanin-Forks,electron-i18n,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Reptarsrage,vscode-manage-user-secrets,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
dweomer,edgex-go,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
xSmoked,xsmoked.github.io,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
kiriaziskokkinos,MyNotesVoiceText,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ViniciusGomesIT,library-system,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
seabee03,clickygame,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Potapy4,dotnet-api-docs,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
connorshea,VideoGameList,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
valyrian-poc,melbourne-app,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
vit0r,cwmock,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jeffshek,writeup-frontend,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
disksing,tidb,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
aepsil0n,nixpkgs,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
andrewkumar,andrewkumar-web,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
google-cloudsearch,connector-sdk,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DanielFedatto,point-of-sale,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ateamforce,coffeenow,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
keenwon,elint-preset-xo,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mahdouglass,practice-react,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BeanyTheSane,Calculator-C-Sharp,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bolasblack,DefinitelyTyped,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
intel,webml-polyfill,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
russellrusty,Tool-Converter-Project-1,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MickvdMeijde,kuma,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
progracdev,premios-exatec,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KartikShrikantHegde,multi-k8s,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rajpootindustries,team4Hackathon2,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SubhashreeP1212,MergePractice,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serverless,components,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jumpsmm7,asuswrt-merlin.ng,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattlk13,os-autoinst-distri-opensuse,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
krtschmr,monero,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
govau,cga-frontend-config,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RaymanRJ,Algorithms,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mozilla-services,mozilla-pipeline-schemas,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gsmlg,singlecloud-ui,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
holochain,holochain-basic-chat,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattlk13,documentation-4,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
vincent-anlan,CS446,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CFC-Servers,PewPew,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
divinerapier,onyxiafs,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
